Word,contempPoet,19th,contempAmateur,total
avon,0,1,0,1
swift,0,6,0,6
declining,1,0,0,1
commands,0,1,0,1
april,1,4,0,5
conquerors,0,1,0,1
canopy,0,1,0,1
safely,2,0,0,2
grounds,0,0,1,1
torments,0,1,1,2
wall,8,4,6,18
shoving,1,0,0,1
wali,0,2,0,2
walk,13,8,7,28
respect,2,0,2,4
immortality,0,2,0,2
mike,4,0,0,4
nickel,4,0,0,4
painted,1,7,1,9
scortches,0,1,0,1
sufficient,1,1,0,2
crappy,0,0,1,1
gathering,0,4,0,4
tangible,0,0,1,1
present,0,3,2,5
abandoned,1,1,1,3
fearful,0,1,0,1
choices,0,0,1,1
will,38,49,90,177
hovering,1,1,0,2
wild,9,11,1,21
bolero,1,0,0,1
layer,1,0,0,1
ringing,1,1,0,2
thus,0,7,2,9
drips,0,1,0,1
thud,2,0,0,2
whore,1,0,0,1
perhaps,2,4,0,6
radiation,1,0,0,1
cross,1,3,1,5
member,0,1,0,1
flower,8,12,1,21
gets,2,0,3,5
tomatoes,3,0,0,3
difficult,0,0,1,1
succulent,1,0,1,2
conceived,1,0,0,1
disagree,0,1,0,1
outcast,0,1,0,1
romeo,0,1,0,1
beast,1,0,1,2
whale,1,0,0,1
coverlid,0,1,0,1
fighting,0,1,0,1
gutted,1,0,0,1
english,1,6,0,7
equidistant,0,1,0,1
breaker,0,1,0,1
unbridled,0,1,0,1
cried,1,2,1,4
heavily,0,1,1,2
wren,2,0,0,2
cries,1,2,0,3
rocked,0,0,1,1
happiness,2,2,5,9
danced,1,1,0,2
smite,0,1,0,1
drunk,1,1,4,6
sky,14,26,12,52
discuss,0,1,0,1
other,20,11,8,39
adoption,0,0,4,4
nor,9,21,4,34
sanskrit,1,0,0,1
captivating,0,0,1,1
myth,0,1,0,1
know,23,35,70,128
press,1,2,0,3
prest,0,1,0,1
feral,1,0,0,1
miami,2,0,0,2
perpetual,0,1,0,1
cowslip,0,0,1,1
corners,1,1,1,3
starred,0,1,0,1
montcalm,0,1,0,1
wonders,0,0,1,1
exceed,0,1,0,1
because,14,9,27,50
tumble,1,0,0,1
scared,1,0,2,3
searching,0,0,4,4
growth,1,0,0,1
twirling,0,0,1,1
empire,0,1,0,1
leaden,0,1,0,1
leaf,8,5,2,15
lead,2,2,2,6
lean,3,3,1,7
mines,1,0,0,1
leap,2,3,0,5
earrings,1,0,0,1
mined,1,0,0,1
refolded,1,0,0,1
trout,1,2,0,3
pasty,0,1,0,1
ripped,0,0,2,2
murderer,1,2,0,3
thoroughfare,0,1,0,1
inscribest,0,1,0,1
murdered,0,1,0,1
ceilinged,1,0,0,1
paste,1,0,0,1
throne,0,6,0,6
pike,0,1,0,1
rare,0,3,2,5
carried,2,4,0,6
getting,2,1,3,6
shipping,1,0,0,1
swear,1,0,0,1
ashy,1,0,0,1
urges,0,0,1,1
emperor,0,0,1,1
irishman,1,0,0,1
owl,0,2,0,2
own,16,9,7,32
polished,1,2,0,3
wilderness,2,3,0,5
owe,1,0,0,1
brambles,0,1,0,1
soaks,0,1,0,1
weather,3,1,3,7
promise,1,1,1,3
brush,1,0,0,1
owt,0,1,0,1
rowboat,1,0,0,1
van,0,1,0,1
crave,0,1,1,2
noxious,0,0,1,1
brushstrokes,1,0,0,1
resists,0,0,1,1
powdered,0,1,0,1
footworn,1,0,0,1
unwrap,1,0,0,1
tinged,0,2,0,2
mutter,0,0,1,1
squeeze,2,0,0,2
made,18,23,8,49
whether,0,3,2,5
daffodil,0,1,0,1
windfall,1,0,0,1
below,0,5,0,5
stirring,1,0,0,1
unfolding,1,0,0,1
monitory,0,1,0,1
meaningless,0,0,1,1
goodness,1,1,0,2
trailing,2,0,0,2
happen,5,1,9,15
mutual,1,0,0,1
'll,9,6,24,39
incredible,0,2,0,2
glint,1,0,0,1
boot,2,0,0,2
book,2,3,0,5
boom,3,0,0,3
sick,0,2,0,2
clicks,1,0,0,1
shredded,1,0,1,2
june,1,1,0,2
pumps,1,0,0,1
earthly,0,1,0,1
squeak,0,1,0,1
squeal,1,0,0,1
rotting,0,0,1,1
volumes,0,1,0,1
